id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1y_in_currency,price_change_percentage_200d_in_currency,price_change_percentage_30d_in_currency
ledgis,led,Ledgis,https://assets.coingecko.com/coins/images/16796/large/logo_icon.png?1625041330,1.34,153259118,225,,526259.0,1.35,1.33,0.00506219,0.38063,581139.0,0.38063,114800000.0,1000000000.0,,1.75,-23.65728,2021-06-30T19:49:44.253Z,1.32,1.40685,2021-07-08T14:49:18.785Z,,2021-07-10T03:55:40.893Z,,,
steem,steem,Steem,https://assets.coingecko.com/coins/images/398/large/steem.png?1547034126,0.39375899999999997,152060901,226,,3981657.0,0.41570399999999996,0.34440299999999996,0.03074847,8.47041,11081345.0,7.86025,386156215.649,,,8.19,-95.16605,2018-01-03T00:00:00.000Z,0.07199000000000001,450.03339,2017-03-11T00:00:00.000Z,,2021-07-10T04:38:34.322Z,85.14804102352159,127.2870983614895,-22.248739670606106
ark,ark,Ark,https://assets.coingecko.com/coins/images/613/large/ark.png?1547034308,0.937469,148045104,227,,2145712.0,0.9842339999999999,0.8550359999999999,0.03573468,3.96288,4716500.0,3.29069,158486540.0,,,10.22,-90.66015,2018-01-10T00:00:00.000Z,0.0339403,2712.90889,2017-03-22T00:00:00.000Z,"{'times': 92.74689149649467, 'currency': 'usd', 'percentage': 9274.689149649466}",2021-07-10T04:37:35.658Z,222.79060747730733,134.55828656598493,-24.504736216902515
sapphire,sapp,Sapphire,https://assets.coingecko.com/coins/images/8478/large/Sapphire-logo-transparent-no-text.jpg?1614674409,0.24584199999999998,146813264,228,,311258.0,0.248252,0.237369,0.00659755,2.75766,4072979.0,2.85342,597185380.336859,3000000000.0,,4.36,-94.35595,2019-05-27T10:08:25.959Z,7.194e-05,341654.44283,2019-12-02T06:14:42.884Z,,2021-07-10T04:20:56.303Z,4489.779937509953,396.13783825874384,7.112153262041329
pha,pha,Phala Network,https://assets.coingecko.com/coins/images/12451/large/phala.png?1600061318,0.796339,144728456,229,798130259.0,13394116.0,0.8080379999999999,0.759497,0.02110142,2.72193,3212501.0,2.27006,181334380.329,1000000000.0,1000000000.0,1.3900000000000001,-42.78521,2021-05-15T04:20:32.741Z,0.064594,1131.79471,2020-09-12T12:15:05.468Z,,2021-07-10T04:40:07.283Z,,803.8799240039831,-16.30387138143624
melon,mln,Enzyme,https://assets.coingecko.com/coins/images/605/large/Enzyme_Icon_Secondary.png?1611576629,100.43,143499608,230,185836612.0,26210251.0,102.5,80.08,14.34,16.66023,21774553.0,17.88831,1408796.887224391,1824437.31909865,1824437.31909865,258.26,-60.4807,2018-01-04T00:00:00.000Z,1.79,5596.49024,2020-03-13T02:24:22.336Z,,2021-07-10T04:39:51.132Z,679.2898815425921,217.72716085191468,-9.661812244961446
nkn,nkn,NKN,https://assets.coingecko.com/coins/images/3375/large/nkn.png?1548329212,0.21883899999999998,142416234,231,219101899.0,6796152.0,0.22300599999999998,0.207504,0.0035276500000000002,1.63839,2242538.0,1.59983,650000000.0,1000000000.0,1000000000.0,1.44,-84.82494,2021-04-09T21:54:46.868Z,0.0066781900000000005,3162.88904,2020-03-13T02:22:29.583Z,"{'times': 0.215772233937281, 'currency': 'usd', 'percentage': 21.57722339372811}",2021-07-10T04:38:39.868Z,890.4385157786699,822.67117398407,-32.15468104499435
math,math,MATH,https://assets.coingecko.com/coins/images/11335/large/2020-05-19-token-200.png?1589940590,1.06,142326446,232,211003871.0,522589.0,1.07,1.04,0.00291739,0.27722,150717.0,0.10601000000000001,134904109.04,200000000.0,200000000.0,3.15,-66.59275,2021-03-20T19:38:09.306Z,0.137245,667.14293,2020-05-20T07:13:32.540Z,,2021-07-10T04:35:45.300Z,459.5211364098233,116.25477596623708,-27.205063394431907
kyber-network,kncl,Kyber Network Crystal Legacy,https://assets.coingecko.com/coins/images/947/large/logo-kncl.png?1618984814,1.52,140757041,233,344446120.0,32165804.0,1.56,1.46,0.022869399999999998,1.52461,2332782.0,1.68524,92354331.8199159,82795611.7376268,226000000.0,5.8,-73.86126,2018-01-09T00:00:00.000Z,0.116184,1205.17446,2019-02-06T00:00:00.000Z,"{'times': -0.5736304986676171, 'currency': 'eth', 'percentage': -57.363049866761784}",2021-07-10T04:40:07.388Z,-8.637991466161468,73.96728181259844,-26.70278451894637
e-radix,exrd,e-Radix,https://assets.coingecko.com/coins/images/13145/large/exrd_logo.png?1605662677,0.126196,140542282,234,3029289715.0,1057348.0,0.129114,0.125569,-0.0022169427029999998,-1.72641,-2474590.963062376,-1.73028,1113467208.621509,4410000000.0,24000000000.0,0.19612000000000002,-35.7706,2021-03-21T05:20:28.184Z,0.056532,122.8246,2020-11-25T11:31:13.036Z,,2021-07-10T04:36:58.177Z,,81.4508028016748,19.44850790509491
storj,storj,Storj,https://assets.coingecko.com/coins/images/949/large/storj.png?1547034811,0.969561,139548367,235,,50635011.0,1.04,0.9408909999999999,-0.06653957197999999,-6.42212,-9794545.996318936,-6.55843,143787438.7,424999998.0,,3.81,-74.58812,2021-03-28T01:39:34.946Z,0.05024000000000001,1825.32141,2020-03-13T02:29:53.872Z,"{'times': 0.939121116934274, 'currency': 'usd', 'percentage': 93.91211169342748}",2021-07-10T04:39:47.537Z,453.4030640635182,184.42512939275818,-4.860547381208013
medibloc,med,Medibloc,https://assets.coingecko.com/coins/images/1374/large/medibloc_basic.png?1570607623,0.04703559,138829343,236,,16936410.0,0.04848972,0.044627520000000004,-0.001161630311,-2.41016,-5427235.205069959,-3.76221,2966384100.0,10000000000.0,,0.351852,-86.70281,2021-04-02T04:29:08.791Z,0.00161437,2798.11963,2020-03-13T02:20:18.722Z,"{'times': 1.351779641347296, 'currency': 'usd', 'percentage': 135.1779641347296}",2021-07-10T04:40:07.006Z,1060.5686780550534,872.2794208955564,-22.907791058377292
shabu-shabu,kobe,Shabu Shabu,https://assets.coingecko.com/coins/images/13577/large/shabu_shabu_logo.jpg?1609901993,3.41,138110689,237,,60555.0,3.41,3.0,0.395563,13.13708,16144822.0,13.23716,40506227.9312134,53999527.9312134,,13.26,-74.31511,2021-05-10T16:11:00.600Z,0.580666,486.32043,2021-01-06T04:35:44.114Z,,2021-07-10T04:40:02.161Z,,,-12.783166554643492
dodo,dodo,DODO,https://assets.coingecko.com/coins/images/12651/large/dodo_logo.png?1601433025,1.02,137205878,238,1018632731.0,35263902.0,1.06,0.9316789999999999,0.04399483,4.52491,5548266.0,4.21416,134696121.3579737,1000000000.0,1000000000.0,8.38,-87.96769,2021-02-20T09:19:28.624Z,0.150827,568.28509,2020-12-18T16:07:56.702Z,,2021-07-10T04:38:58.584Z,,322.54079185528656,-31.520699744382064
defipulse-index,dpi,DeFiPulse Index,https://assets.coingecko.com/coins/images/12465/large/defi_pulse_index_set.png?1600051053,312.52,135163758,239,135163758.0,1422708.0,320.14,296.71,9.4,3.10051,3476231.0,2.63976,432503.080051251,432503.080051251,432503.080051251,656.49,-52.48905,2021-05-12T14:49:54.177Z,57.2,445.33286,2020-11-05T13:58:56.357Z,,2021-07-10T04:30:06.136Z,,195.33896302789137,-11.314787397044878
stakehound-staked-ether,steth,StakeHound Staked Ether,https://assets.coingecko.com/coins/images/13752/large/926MHi5g_400x400.png?1611542247,2095.5,134816102,240,,834.22,,,,,,,64351.3289809556,64351.3289809556,,3862.01,-45.74082,2021-05-10T06:51:13.729Z,1261.27,66.14127,2021-02-28T15:36:14.348Z,,2021-07-04T03:52:27.506Z,,,
hxro,hxro,Hxro,https://assets.coingecko.com/coins/images/7805/large/Hxro_Profile_Transparent.png?1622443308,0.530727,134108211,241,,223025.0,0.537613,0.527915,-0.0037962613809999998,-0.71021,-1044308.9050213397,-0.7726900000000001,252689393.38175628,1000000000.0,,0.8009809999999999,-33.78937,2021-06-05T00:59:41.210Z,0.00914678,5698.04733,2019-11-10T15:12:15.992Z,,2021-07-10T04:32:44.493Z,407.57877701456346,199.1761543492252,-24.96629969781957
btc-standard-hashrate-token,btcst,BTC Standard Hashrate Token,https://assets.coingecko.com/coins/images/14449/large/4a3IskOf_400x400.png?1616137396,18.15,132145041,242,271992932.0,1868806.0,18.56,17.74,0.030546499999999997,0.16859000000000002,107465.0,0.08139,7287599.711,15000000.0,15000000.0,91.94,-80.2893,2021-04-15T04:14:29.663Z,15.29,18.48189,2021-06-22T12:43:42.559Z,,2021-07-10T04:39:42.322Z,,,-40.54147558947985
nucypher,nu,NuCypher,https://assets.coingecko.com/coins/images/3318/large/photo1198982838879365035.jpg?1547037916,0.23884799999999998,132061045,243,928331646.0,21411444.0,0.2439,0.233788,-0.003133698307,-1.29501,-2044144.7277849466,-1.52428,552721301.102249,3885390081.74825,3885390081.74825,1.1,-78.38464,2021-02-21T18:18:20.394Z,0.062214,283.06979,2020-11-27T03:03:31.701Z,,2021-07-10T04:39:48.332Z,,16.93272143808705,-28.524540060352376
smooth-love-potion,slp,Smooth Love Potion,https://assets.coingecko.com/coins/images/10366/large/SLP.png?1578640057,0.24265000000000003,130944750,244,,96127725.0,0.253474,0.210289,0.032361140000000004,15.38891,19838806.0,17.85576,541173609.0,541173609.0,,0.39635699999999996,-39.19915,2021-05-02T12:21:42.419Z,0.00312759,7605.24174,2020-06-20T10:23:48.171Z,,2021-07-10T04:39:55.302Z,218.9290099001573,879.0269922083528,81.83508453898365
aragon,ant,Aragon,https://assets.coingecko.com/coins/images/681/large/JelZ58cv_400x400.png?1601449653,3.69,129812377,245,,7260303.0,3.77,3.6,0.04267295,1.16879,1848407.0,1.44447,35106274.271249935,40073107.3372892,,14.64,-74.81246,2021-04-06T09:35:37.795Z,0.301888,1121.27859,2018-11-27T00:00:00.000Z,,2021-07-10T04:40:02.608Z,173.60164263980363,28.449680532003136,-22.025010027440338
wrapped-nxm,wnxm,Wrapped NXM,https://assets.coingecko.com/coins/images/11890/large/wrapped-nexus-mutual.jpg?1595811559,59.66,128327872,246,128327872.0,9721946.0,61.59,57.85,0.8160109999999999,1.38678,1833404.0,1.44939,2144881.44535779,2144881.44535779,2144881.44535779,130.82,-54.26825,2021-05-12T18:40:13.935Z,8.14,634.59554,2020-07-27T15:50:07.313Z,,2021-07-10T04:38:38.371Z,,252.80733003575446,-13.1241061885274
alien-worlds,tlm,Alien Worlds,https://assets.coingecko.com/coins/images/14676/large/kY-C4o7RThfWrDQsLCAG4q4clZhBDDfJQVhWUEKxXAzyQYMj4Jmq1zmFwpRqxhAJFPOa0AsW_PTSshoPuMnXNwq3rU7Imp15QimXTjlXMx0nC088mt1rIwRs75GnLLugWjSllxgzvQ9YrP4tBgclK4_rb17hjnusGj_c0u2fx0AvVokjSNB-v2poTj0xT9BZRCbzRE3-lF1.jpg?1617700061,0.101745,126211885,248,1017449608.0,30587077.0,0.107624,0.086198,0.012112630000000001,13.51368,14126692.0,12.60353,1240473079.0,5135726585.0,10000000000.0,7.16,-98.58261,2021-04-11T06:36:48.412Z,0.067269,50.80591,2021-06-26T14:17:17.014Z,,2021-07-10T04:30:52.270Z,,,-33.610995383093396
lockchain,loc,LockTrip,https://assets.coingecko.com/coins/images/1357/large/LOC_Transparent_New.png?1579491094,7.65,126206365,247,,56525.0,8.47,7.5,-0.23528055102099998,-2.9856,-1301217.4006326348,-1.0205,16510836.604324786,18585933.0,,11.34,-33.69332,2021-06-27T22:19:13.795Z,0.00341704,219872.17991,2020-11-13T14:39:33.891Z,"{'times': 24.48409566707289, 'currency': 'usd', 'percentage': 2448.409566707289}",2021-07-10T04:33:57.263Z,2639.613914351044,1508.8445731481402,-13.865151912086066
instadapp,inst,Instadapp,https://assets.coingecko.com/coins/images/14688/large/30hFM0-n_400x400.jpg?1617786420,7.03,126183339,249,,2921416.0,7.01,5.85,0.99182,16.42269,17591157.0,16.19928,17946349.812,100000000.0,,24.4,-71.27539,2021-06-16T20:02:32.097Z,2.62,167.25325,2021-07-02T02:31:41.994Z,,2021-07-10T04:30:45.995Z,,,
keep-network,keep,Keep Network,https://assets.coingecko.com/coins/images/3373/large/IuNzUb5b_400x400.jpg?1589526336,0.287732,124788283,250,285241206.0,15732254.0,0.296331,0.269663,-0.0033241958869999998,-1.14211,-4499019.140621364,-3.47986,437483366.2463401,1000000000.0,1000000000.0,6.1,-95.34431,2020-05-15T00:00:00.000Z,0.177138,60.33032,2020-11-17T03:49:09.210Z,,2021-07-10T04:38:42.003Z,-45.20672943163034,33.31155579989045,-3.917720587162924
