,index,id,symbol,name,image,index,symbol,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,last_updated,price_change_percentage_1y_in_currency,price_change_percentage_200d_in_currency,price_change_percentage_30d_in_currency
178,176,uquid-coin,uqc,Uquid Coin,https://assets.coingecko.com/coins/images/1341/large/uquid-coin.png?1548759712,176,uqc,19.7,197090600,176,,919046.0,20.92,19.27,-1.106755509935,-5.3189,-9710132.9027991,-4.69541,10000000.0,40000000.0,,34.02,-41.85443,2021-05-08T22:28:47.890Z,0.02606502,75801.95226,2019-07-24T00:00:00.000Z,2021-07-02T01:24:39.510Z,1115.89074494461,382.006387084558,-4.50320982686365
179,177,band-protocol,band,Band Protocol,https://assets.coingecko.com/coins/images/9545/large/band-protocol.png?1568730326,177,band,5.55,195507593,178,555548384.0,35447622.0,5.9,5.34,-0.332803031723,-5.65414,-10837652.1146991,-5.25219,35191821.0,100000000.0,100000000.0,22.83,-75.65808,2021-04-15T12:04:11.270Z,0.203625,2629.07211,2019-11-25T05:49:22.765Z,2021-07-02T01:24:19.430Z,411.339007167859,-13.7529378017795,-35.1251674360812
180,178,tokamak-network,ton,Tokamak Network,https://assets.coingecko.com/coins/images/12260/large/D919x5-s_400x400.png?1598568068,178,ton,5.25,193497454,179,,12716509.0,5.51,5.0,-0.135053935004,-2.50977,-4495548.25400504,-2.27056,36884280.6906485,50000000.0,,30.51,-82.80582,2021-04-02T17:44:40.065Z,1.34,292.16818,2020-09-11T20:29:43.246Z,2021-07-02T01:21:17.309Z,,115.754119788389,-31.9444965826855
181,178,tokamak-network,ton,Tokamak Network,https://assets.coingecko.com/coins/images/12260/large/D919x5-s_400x400.png?1598568068,120,ton,0.683803,420131355,121,,5983081.0,0.713577,0.678682,-0.029774442558,-4.17256,-17910653.9980534,-4.0888,614404042.0,5030574731.0,,2.56,-73.31399,2020-10-13T21:23:14.299Z,0.167648,307.87956,2020-12-27T23:18:24.412Z,2021-07-02T01:18:54.465Z,,-60.6500191002218,77.0245801786891
182,179,ocean-protocol,ocean,Ocean Protocol,https://assets.coingecko.com/coins/images/3687/large/ocean-protocol-logo.jpg?1547038686,179,ocean,0.444759,193037275,180,,15798488.0,0.464991,0.429496,-0.01911372007,-4.12047,-7645273.45971856,-3.80964,434026836.767814,613099141.0,,1.93,-76.94917,2021-04-10T09:24:58.915Z,0.01284832,3362.50479,2019-08-11T00:00:00.000Z,2021-07-02T01:24:08.586Z,469.315766590461,12.2627448544324,-26.7175868100005
183,180,raydium,ray,Raydium,https://assets.coingecko.com/coins/images/13928/large/PSigc4ie_400x400.jpg?1612875614,180,ray,3.55,191553945,181,1968927830.0,12619309.0,3.64,3.45,-0.089278990912,-2.45481,-1199877.26237199,-0.62249,53995092.126442,555000000.0,555000000.0,16.13,-77.9579,2021-05-03T07:39:14.614Z,2.75,29.18793,2021-06-22T14:19:23.181Z,2021-07-02T01:23:50.513Z,,,-28.5339886730568
184,181,injective-protocol,inj,Injective Protocol,https://assets.coingecko.com/coins/images/12882/large/Injective_Icon.png?1613669548,181,inj,6.61,191540819,182,660738752.0,15596875.0,7.0,6.4,-0.372559358344,-5.33757,-9867206.99951294,-4.89911,28988888.33,100000000.0,100000000.0,24.89,-73.45557,2021-04-30T00:33:02.969Z,0.657401,904.99941,2020-11-03T16:19:30.576Z,2021-07-02T01:22:49.529Z,,203.228780342406,-29.3466353903903
185,182,singularitynet,agix,SingularityNET,https://assets.coingecko.com/coins/images/2138/large/singularitynet.png?1548609559,182,agix,0.161516,191481261,183,191481261.0,354009.0,0.166627,0.154827,-0.003595477953,-2.17761,-251602509.987524,-56.78441,0.0,1000000000.0,1000000000.0,0.95023,-83.00243,2018-01-28T00:00:00.000Z,0.00747159,2061.735,2020-03-13T02:24:16.528Z,2021-07-02T01:20:21.037Z,804.396464888517,204.927220052581,-34.5653194213661
186,183,frax,frax,Frax,https://assets.coingecko.com/coins/images/13422/large/frax_logo.png?1608476506,183,frax,1.0,191292829,184,191292829.0,7950210.0,1.01,0.989122,-0.004049491395,-0.40163,9477508.0,5.21271,190488456.827239,190488456.827239,190488456.827239,1.14,-11.94489,2021-02-07T12:55:35.766Z,0.952044,5.48106,2021-05-19T13:13:57.891Z,2021-07-02T01:23:58.844Z,,,-0.140332487874586
187,184,reef-finance,reef,Reef Finance,https://assets.coingecko.com/coins/images/13504/large/Group_10572.png?1610534130,184,reef,0.01505239,190712247,185,301124585.0,14005179.0,0.0158662,0.01467097,-0.00079299721,-5.00459,-9616594.89693341,-4.8004,12666667338.0,15934019762.0,20000000000.0,0.05746,-73.79688,2021-03-15T04:19:41.758Z,0.00668142,125.34485,2021-01-13T05:58:48.590Z,2021-07-02T01:24:37.843Z,,,-40.027555919135
188,185,prometeus,prom,Prometeus,https://assets.coingecko.com/coins/images/8825/large/G2LY-Dg_.png?1591698270,185,prom,11.5,189102706,187,229912160.0,3888682.0,11.85,11.25,-0.210470772212,-1.79796,-3647489.04934296,-1.89234,16449996.0,20000000.0,20000000.0,105.94,-89.1486,2021-04-30T01:09:49.503Z,0.088747,12853.2488,2019-11-08T13:37:42.508Z,2021-07-02T01:21:28.731Z,1047.65627992583,285.288111721623,-19.5719424273937
189,186,numeraire,nmr,Numeraire,https://assets.coingecko.com/coins/images/752/large/numeraire.png?1592538976,186,nmr,32.77,188494713,186,360467096.0,35983093.0,35.21,32.0,-2.070288256098,-5.94227,-11373992.0164909,-5.69073,5752097.40041197,10972095.838251,11000000.0,93.15,-64.82009,2021-05-16T10:29:06.362Z,2.06,1487.52715,2018-11-27T00:00:00.000Z,2021-07-02T01:21:50.049Z,46.6450649823038,12.4664480131657,-33.611190265211
190,187,venus,xvs,Venus,https://assets.coingecko.com/coins/images/12677/large/venus.png?1618319812,187,xvs,18.15,186775014,188,544526391.0,18285970.0,19.58,17.6,-1.401338870838,-7.16716,-13875253.9374724,-6.91514,10290135.6689693,30000000.0,30000000.0,146.82,-87.63751,2021-05-10T03:04:27.466Z,1.65,997.53883,2020-10-06T05:02:54.510Z,2021-07-02T01:24:15.677Z,,418.029809466185,-43.1685123902594
191,188,wax,waxp,WAX,https://assets.coingecko.com/coins/images/1372/large/WAX_Coin_Tickers_P_512px.png?1602812260,188,waxp,0.118976,185584268,189,448575290.0,8425514.0,0.123162,0.112922,-0.003779818901,-3.07914,-4696508.19842219,-2.4682,1559847361.30274,3770303327.0,3770303327.0,2.77,-95.69362,2018-01-09T00:00:00.000Z,0.01594711,648.46646,2019-12-30T16:39:58.981Z,2021-07-02T01:21:21.184Z,133.801193651045,206.496228311516,-22.6265911635123
192,189,iotex,iotx,IoTeX,https://assets.coingecko.com/coins/images/3334/large/iotex-logo.png?1547037941,189,iotx,0.01943636,185060476,190,,8546078.0,0.0195035,0.01811429,0.00042938,2.25905,4193059.0,2.31831,9521354324.30788,9734304443.0,,0.082849,-76.5399,2018-06-01T08:24:46.753Z,0.00121576,1498.70298,2020-03-13T02:29:47.597Z,2021-07-02T01:20:17.983Z,303.306254605416,172.520921459623,-26.2689452975565
193,190,anchor-protocol,anc,Anchor Protocol,https://assets.coingecko.com/coins/images/14420/large/anchor_protocol_logo.jpg?1615965420,190,anc,2.29,183517961,191,2294137173.0,2593976.0,2.35,2.28,-0.04990408918,-2.13124,-2197880.07724836,-1.18346,79994327.827302,1000000000.0,1000000000.0,8.23,-72.15858,2021-03-19T08:34:07.726Z,2.28,0.50227,2021-07-01T22:40:50.720Z,2021-07-02T01:20:12.543Z,,,-15.5919224345951
194,191,audius,audio,Audius,https://assets.coingecko.com/coins/images/12913/large/AudiusCoinLogo_2x.png?1603425727,191,audio,0.774697,180055784,192,802502160.0,11380728.0,0.792446,0.740156,-0.002544663323,-0.3274,6154426.0,3.53903,232420812.944221,1035891210.27393,1035891210.27393,4.95,-84.35907,2021-03-27T15:45:35.137Z,0.0437371,1671.8935,2020-10-23T14:56:23.999Z,2021-07-02T01:24:09.839Z,,346.094559163205,-30.1100846562361
195,192,metadium,meta,Metadium,https://assets.coingecko.com/coins/images/5247/large/META_Logo_black.png?1548833790,192,meta,0.108905,178360056,193,,2467083.0,0.114615,0.103969,-0.003489975449,-3.10509,-6597648.73569274,-3.56711,1637752385.0,2000000000.0,,0.452667,-75.94217,2021-04-01T01:24:04.623Z,0.00295026,3591.26118,2020-03-13T02:24:18.338Z,2021-07-02T01:21:23.851Z,1441.34649473192,1076.17019088907,-0.316184142990605
196,193,the-sandbox,sand,The Sandbox,https://assets.coingecko.com/coins/images/12129/large/sandbox_logo.jpg?1597397942,193,sand,0.247297,175114152,194,742017163.0,116437837.0,0.270853,0.244835,-0.0110848916,-4.29013,-6972535.77098933,-3.82924,707992326.223323,3000000000.0,3000000000.0,0.915838,-72.98919,2021-03-28T16:04:16.964Z,0.02897764,753.67617,2020-11-04T15:59:14.441Z,2021-07-02T01:24:15.963Z,,416.112086071749,-24.3334444629433
197,194,funfair,fun,FUNToken,https://assets.coingecko.com/coins/images/761/large/funfair.png?1592404368,194,fun,0.01672444,174249953,195,,2550587.0,0.01708012,0.01637203,-0.000122129359,-0.72495,1010364.0,0.58322,10418879189.2654,10999873621.0,,0.191066,-91.24214,2018-01-08T00:00:00.000Z,0.00105506,1485.99932,2020-03-13T02:22:42.216Z,2021-07-02T01:22:24.262Z,375.940941735982,302.722844925887,-22.7844723980222
198,195,zkswap,zks,ZKSwap,https://assets.coingecko.com/coins/images/13585/large/ZKSwap_logo-light.872a149.png?1622541728,195,zks,0.767932,171594480,196,767932334.0,8279367.0,0.796077,0.736256,-0.022064328663,-2.79296,-4885640.72672006,-2.76838,223450000.0,1000000000.0,1000000000.0,11.24,-93.17019,2021-02-25T01:17:44.288Z,0.233233,229.25561,2021-01-07T07:00:22.051Z,2021-07-02T01:22:17.380Z,,,-9.71173775756257
199,196,fetch-ai,fet,Fetch.ai,https://assets.coingecko.com/coins/images/5681/large/Fetch.jpg?1572098136,196,fet,0.248718,171147533,198,,28854212.0,0.253326,0.213256,0.02337944,10.37523,16306353.0,10.53102,688117804.999485,1152997575.0,,0.865185,-71.25258,2021-03-31T12:24:24.314Z,0.00816959,2944.43993,2020-03-13T02:24:18.347Z,2021-07-02T01:20:16.129Z,794.559759872113,376.340826868678,-23.883002304056
200,197,shabu-shabu,kobe,Shabu Shabu,https://assets.coingecko.com/coins/images/13577/large/shabu_shabu_logo.jpg?1609901993,197,kobe,4.22,171089864,197,,116837.0,5.87,4.09,-1.634172789019,-27.8966,-66811632.3788407,-28.08374,40506227.9312134,53999527.9312134,,13.26,-68.04239,2021-05-10T16:11:00.600Z,0.580666,629.5106,2021-01-06T04:35:44.114Z,2021-07-02T01:23:20.332Z,,,4.88392917257561
201,198,orchid-protocol,oxt,Orchid Protocol,https://assets.coingecko.com/coins/images/3916/large/download_%285%29.png?1576624060,198,oxt,0.288134,170377394,199,,28722157.0,0.312629,0.2449,0.03129134,12.1831,18759008.0,12.37252,591544728.95168,1000000000.0,,1.03,-71.87931,2021-04-05T12:20:25.133Z,0.107974,167.14631,2020-03-13T02:24:30.976Z,2021-07-02T01:24:40.756Z,85.4453555578996,10.6074743334397,-26.9749393898436
202,199,unibright,ubt,Unibright,https://assets.coingecko.com/coins/images/2707/large/UnibrightLogo_colorful_500x500_preview.png?1547036916,199,ubt,1.13,169673161,201,,3031973.0,1.14,1.06,-0.009838044902,-0.86224,-758189.799251854,-0.44487,150000000.0,150000000.0,,2.35,-51.76383,2021-04-06T03:20:02.479Z,0.00793962,14150.30988,2019-11-25T04:52:44.873Z,2021-07-02T01:21:23.770Z,287.504789551155,137.587850859543,-1.96882493745247
203,200,nusd,susd,sUSD,https://assets.coingecko.com/coins/images/5013/large/sUSD.png?1616150765,200,susd,1.02,169384187,202,169384187.0,196042203.0,1.03,0.993274,0.00840145,0.83197,20518484.0,13.78322,166351208.295095,166351208.295095,166351208.295095,2.45,-58.50165,2020-02-18T03:23:56.261Z,0.429697,137.0346,2020-03-18T08:09:20.698Z,2021-07-02T01:24:00.242Z,1.08548056405311,0.765401518371796,0.764545521616043
204,201,ardor,ardr,Ardor,https://assets.coingecko.com/coins/images/525/large/Ardor_Vertical_1.png?1606797362,201,ardr,0.169405,169029864,200,,98246955.0,0.20016,0.152785,0.01382794,8.88819,15805951.0,10.31559,998999495.0,998999495.0,,2.04,-91.72045,2018-01-13T00:00:00.000Z,0.008745,1834.81016,2016-12-06T00:00:00.000Z,2021-07-02T01:22:16.134Z,256.866645111978,160.048570494687,-24.314210207615
205,202,kirobo,kiro,Kirobo,https://assets.coingecko.com/coins/images/12688/large/QmScxyKBwqbGJZmp38EwaoRpXbzPkq3tvuMjeuJE1YLZeG.png?1601672684,202,kiro,0.558631,166707315,203,,9133538.0,0.599545,0.528511,-0.035754301556,-6.01534,-10693329.4647233,-6.02779,298421105.0,2200000000.0,,0.670553,-16.691,2021-06-22T05:07:38.523Z,0.00078788,70802.62737,2020-12-21T11:04:43.868Z,2021-07-02T01:15:28.958Z,,49844.7253206032,173.902500675343
206,203,nominex,nmx,Nominex,https://assets.coingecko.com/coins/images/14424/large/NMX_c_200px.png?1616385215,203,nmx,5.78,165733901,205,1157113621.0,279584.0,5.94,5.7,0.05545,0.9679,3338629.0,2.05587,28646089.4254758,28646089.4254758,200000000.0,8.03,-27.99173,2021-04-12T13:00:21.224Z,1.34,331.77395,2021-03-17T14:18:53.032Z,2021-07-02T01:23:56.457Z,,,24.1104468243381
207,204,swipe,sxp,Swipe,https://assets.coingecko.com/coins/images/9368/large/swipe.png?1566792311,204,sxp,1.91,165415767,204,546268659.0,91701801.0,2.02,1.87,-0.095190523134,-4.73731,-7547749.80050355,-4.36378,86412603.739135,285368788.739135,285368788.739135,5.79,-66.92995,2021-05-03T15:29:39.372Z,0.161303,1087.04833,2020-03-18T13:24:48.021Z,2021-07-02T01:24:36.428Z,253.021438781407,125.735323764691,-6.18038319344121
208,205,serum,srm,Serum,https://assets.coingecko.com/coins/images/11970/large/serum-logo.png?1597121577,205,srm,3.28,164028947,207,32805789451.0,50661047.0,3.52,3.17,-0.215485960675,-6.16367,-10462235.1475356,-5.99585,50000000.0,161000001.0,10000000000.0,12.98,-74.69204,2021-05-03T11:01:05.410Z,0.109876,2890.5733,2020-08-11T13:32:04.611Z,2021-07-02T01:24:02.597Z,,206.922072266541,-28.5472578347302
209,206,stratis,strax,Stratis,https://assets.coingecko.com/coins/images/531/large/stratis.png?1547034209,206,strax,1.61,161425662,206,,6448215.0,1.81,1.55,-0.200878295662,-11.07509,-18641456.3869505,-10.3525,100074480.170045,128057426.0,,22.77,-92.91435,2018-01-08T00:00:00.000Z,0.0114071,14040.80018,2016-08-12T00:00:00.000Z,2021-07-02T01:21:11.588Z,280.354412927971,181.115656365847,5.46571990187419
210,207,orion-protocol,orn,Orion Protocol,https://assets.coingecko.com/coins/images/11841/large/orion_logo.png?1594943318,207,orn,5.51,159795867,208,551305389.0,3968579.0,5.87,5.34,-0.339839142306,-5.80634,-9746856.79542342,-5.74891,28985000.0,100000000.0,100000000.0,29.25,-81.15096,2021-03-22T14:45:01.502Z,0.543143,915.02884,2020-07-16T14:24:05.394Z,2021-07-02T01:21:57.386Z,,94.0511071164047,-27.0092485971195
211,208,seur,seur,sEUR,https://assets.coingecko.com/coins/images/13637/large/sEUR.png?1610609277,208,seur,1.21,158687183,209,158687183.0,4151817.0,1.22,1.17,0.00844329,0.70432,3055904.0,1.96355,131448136.717341,131448136.717341,131448136.717341,1.39,-13.2603,2021-02-10T13:46:59.249Z,1.11,8.45577,2021-05-19T13:34:00.388Z,2021-07-02T01:22:08.859Z,,,-2.55051450998345
212,209,kyber-network-crystal,knc,Kyber Network Crystal,https://assets.coingecko.com/coins/images/14899/large/RwdVsGcw_400x400.jpg?1618923851,209,knc,1.58,158465713,210,356968012.0,12156639.0,1.66,1.5,-0.076379881144,-4.61476,-4007859.22705063,-2.46678,100326219.396862,168671781.905034,226000000.0,2.93,-46.07796,2021-04-22T10:10:23.299Z,1.11,42.47491,2021-06-22T14:01:23.365Z,2021-07-02T01:23:58.791Z,,,-23.0277457616945
213,210,alchemix,alcx,Alchemix,https://assets.coingecko.com/coins/images/14113/large/Alchemix.png?1614409874,210,alcx,336.73,157881139,213,805986909.0,3271494.0,358.86,325.83,-21.462813453403,-5.99198,-8886050.67788774,-5.32842,468765.726279607,1248281.62694305,2393060.0,2066.2,-83.71423,2021-03-20T19:33:19.740Z,255.02,31.95139,2021-06-22T14:14:43.038Z,2021-07-02T01:23:49.348Z,,,-57.1009132417243
214,211,polymath-network,poly,Polymath Network,https://assets.coingecko.com/coins/images/2784/large/inKkF01.png?1605007034,211,poly,0.18582,157793067,211,,4475069.0,0.203243,0.177696,-0.003311893249,-1.7511,-2528844.75033283,-1.57735,849172153.857055,1000000000.0,,1.59,-88.32108,2018-02-20T00:00:00.000Z,0.01100606,1589.12671,2020-03-13T02:22:30.088Z,2021-07-02T01:22:16.277Z,380.274373421359,183.031393094389,-24.1480367212811
215,212,civic,cvc,Civic,https://assets.coingecko.com/coins/images/788/large/civic.png?1547034556,212,cvc,0.234745,157279192,212,,22675620.0,0.245012,0.221244,-0.010026865864,-4.09641,-5738062.32141191,-3.51991,670000000.0,1000000000.0,,1.35,-82.55773,2018-01-03T00:00:00.000Z,0.01102541,2033.69702,2020-03-13T02:15:34.328Z,2021-07-02T01:22:09.864Z,786.721014472841,142.012378608891,-28.9186797325089
216,213,cartesi,ctsi,Cartesi,https://assets.coingecko.com/coins/images/11038/large/cartesi.png?1592288021,213,ctsi,0.419917,157099093,214,420405392.0,12426934.0,0.451718,0.407316,-0.030520439429,-6.77573,-11090198.2433043,-6.59388,373684772.85,1000000000.0,1000000000.0,1.74,-75.89658,2021-05-09T00:43:41.306Z,0.02670608,1474.19371,2020-05-10T04:49:27.744Z,2021-07-02T01:24:14.532Z,1076.4667038268,749.529800287815,-38.6796653847126
217,214,pha,pha,Phala Network,https://assets.coingecko.com/coins/images/12451/large/phala.png?1600061318,214,pha,0.872029,155774377,215,872029095.0,33129956.0,0.896909,0.816682,-0.006524972033,-0.74269,502004.0,0.32331,178634380.329,1000000000.0,1000000000.0,1.39,-37.32083,2021-05-15T04:20:32.741Z,0.064594,1249.43896,2020-09-12T12:15:05.468Z,2021-07-02T01:24:05.118Z,,867.084615166595,30.5225941253469
218,215,orbs,orbs,Orbs,https://assets.coingecko.com/coins/images/4630/large/Orbs.jpg?1547039896,215,orbs,0.067471,153128603,216,,3678970.0,0.081783,0.066495,-0.014311476775,-17.49941,-38076470.1638305,-19.91394,2270501419.78447,10000000000.0,,0.360443,-81.28436,2021-03-16T10:14:34.928Z,0.00469039,1338.24333,2019-12-20T09:02:40.254Z,2021-07-02T01:23:49.928Z,332.524008406212,387.405070222347,-21.141014167595
219,216,celer-network,celr,Celer Network,https://assets.coingecko.com/coins/images/4379/large/Celr.png?1554705437,216,celr,0.02709218,152947701,217,,27207052.0,0.02919524,0.02602508,-0.001962187676,-6.7535,-10608673.8606278,-6.48625,5645454935.82688,10000000000.0,,0.10271,-73.61312,2021-03-28T05:09:09.379Z,0.00095575,2735.68561,2020-03-13T02:24:17.287Z,2021-07-02T01:22:17.551Z,605.753790006502,420.022334164702,-38.0051233138039
220,217,evolution-finance,evn,Evolution Finance,https://assets.coingecko.com/coins/images/13932/large/Frame_63_2.png?1612936435,217,evn,508.78,152337910,218,,202923.0,550.01,497.85,-37.530743931755,-6.86983,-12344731.1823391,-7.49607,299417.0,299417.0,,795.27,-36.02429,2021-05-16T11:29:01.818Z,50.45,908.45396,2021-02-15T04:47:08.363Z,2021-07-02T01:05:07.934Z,,,17.5547506054883
221,218,tether-gold,xaut,Tether Gold,https://assets.coingecko.com/coins/images/10481/large/tether-gold.png?1579946148,218,xaut,1775.53,151661371,219,,1236793.0,1791.24,1752.8,4.51,0.25438,595446.0,0.39416,85417.331,85417.331,,2096.29,-15.17129,2021-05-19T12:57:30.922Z,1447.84,22.82143,2020-03-19T13:45:41.821Z,2021-07-02T01:23:47.562Z,0.558627111398026,-4.09093684268861,-6.47939919504397
222,219,lockchain,loc,LockTrip,https://assets.coingecko.com/coins/images/1357/large/LOC_Transparent_New.png?1579491094,219,loc,9.13,150786142,220,,398170.0,10.57,7.98,-1.424745163862,-13.49535,-23099327.3136899,-13.28422,16510836.6043248,18585933.0,,11.34,-19.43769,2021-06-27T22:19:13.795Z,0.00341704,267165.14919,2020-11-13T14:39:33.891Z,2021-07-02T01:20:12.365Z,3446.20914659108,1880.07642066206,19.8037390808272
223,220,ampleforth,ampl,Ampleforth,https://assets.coingecko.com/coins/images/4708/large/Ampleforth.png?1561684250,220,ampl,0.893889,150121046,221,167957927.0,1966050.0,0.913739,0.865662,-0.012128882909,-1.3387,-3928877.55994374,-2.55039,168139145.317583,188116876.373806,188116876.373806,4.07,-78.04424,2020-07-12T20:49:38.893Z,0.155869,472.81219,2019-10-31T23:34:28.705Z,2021-07-02T01:23:58.019Z,-69.1028638840173,-17.4520254549428,3.45687186198631
224,221,ark,ark,Ark,https://assets.coingecko.com/coins/images/613/large/ark.png?1547034308,221,ark,0.940583,148932189,223,,2536570.0,1.08,0.849474,0.00770754,0.82621,2396084.0,1.63515,158310910.0,,,10.22,-90.79665,2018-01-10T00:00:00.000Z,0.0339403,2671.80101,2017-03-22T00:00:00.000Z,2021-07-02T01:24:39.889Z,261.772973215382,148.105288678628,-21.4915908888945
225,222,medibloc,med,Medibloc,https://assets.coingecko.com/coins/images/1374/large/medibloc_basic.png?1570607623,222,med,0.04972349,147498984,222,,32999751.0,0.053676,0.04769305,-0.003227958167,-6.09607,-10344594.1616569,-6.5537,2966384100.0,10000000000.0,,0.351852,-85.75091,2021-04-02T04:29:08.791Z,0.00161437,3005.58592,2020-03-13T02:20:18.722Z,2021-07-02T01:21:27.345Z,1104.54162978782,908.925577359079,-29.9499807869665
226,223,math,math,MATH,https://assets.coingecko.com/coins/images/11335/large/2020-05-19-token-200.png?1589940590,223,math,1.08,146006339,224,216459439.0,376565.0,1.09,1.07,-0.000641439717,-0.05923,188970.0,0.12959,134904109.04,200000000.0,200000000.0,3.15,-65.58552,2021-03-20T19:38:09.306Z,0.137245,690.27218,2020-05-20T07:13:32.540Z,2021-07-02T01:23:48.570Z,502.087127666741,134.490261797078,-27.8436923490311
227,224,kyber-network,kncl,Kyber Network Crystal Legacy,https://assets.coingecko.com/coins/images/947/large/logo-kncl.png?1618984814,224,kncl,1.58,145685812,225,356507299.0,42874252.0,1.66,1.51,-0.080215888171,-4.8407,-6992950.82018572,-4.58017,92354331.8199159,83629768.1009936,226000000.0,5.8,-72.80798,2018-01-09T00:00:00.000Z,0.116184,1257.76736,2019-02-06T00:00:00.000Z,2021-07-02T01:24:18.291Z,17.9436248826522,71.1141366769135,-24.9005000403327
228,225,quark-chain,qkc,QuarkChain,https://assets.coingecko.com/coins/images/3849/large/quarkchain.png?1548387524,225,qkc,0.02226552,144864265,226,,12383632.0,0.02228923,0.01414264,0.00679759,43.9463,44945401.0,44.9819,6506214952.0,10000000000.0,,0.338765,-93.42044,2018-06-05T02:58:00.874Z,0.00137714,1518.51233,2020-03-13T02:29:16.944Z,2021-07-02T01:22:25.879Z,257.040025011119,315.545341839286,17.5847239508408
229,226,sapphire,sapp,Sapphire,https://assets.coingecko.com/coins/images/8478/large/Sapphire-logo-transparent-no-text.jpg?1614674409,226,sapp,0.239242,142206509,227,,471258.0,0.247648,0.23508,-0.007291447261,-2.95759,-3051726.46296522,-2.1009,592609782.750035,3000000000.0,,4.36,-94.49084,2019-05-27T10:08:25.959Z,7.194e-05,333486.67987,2019-12-02T06:14:42.884Z,2021-07-02T01:23:51.360Z,5542.91947969139,655.78983143253,8.42070834515627
230,227,rocket-pool,rpl,Rocket Pool,https://assets.coingecko.com/coins/images/2090/large/rocket.png?1563781948,227,rpl,8.78,141880432,228,157968653.0,1381095.0,9.66,8.43,-0.839716649385,-8.73272,-13575531.9669953,-8.73272,16166801.0,18000000.0,18000000.0,25.32,-65.34392,2021-05-12T13:54:57.204Z,0.00884718,99095.88147,2018-08-28T00:00:00.000Z,2021-07-02T01:15:31.629Z,385.469952927546,237.510049148847,-44.4658016636016
231,228,nkn,nkn,NKN,https://assets.coingecko.com/coins/images/3375/large/nkn.png?1548329212,228,nkn,0.212636,138213532,230,212636203.0,7283325.0,0.223828,0.20283,-0.010891907686,-4.87272,-7027501.05216244,-4.83851,650000000.0,1000000000.0,1000000000.0,1.44,-85.19172,2021-04-09T21:54:46.868Z,0.00667819,3084.02551,2020-03-13T02:22:29.583Z,2021-07-02T01:21:13.860Z,894.827309445394,898.208238970321,-42.8779511348529
232,229,hxro,hxro,Hxro,https://assets.coingecko.com/coins/images/7805/large/Hxro_Profile_Transparent.png?1622443308,229,hxro,0.548152,137984671,231,,1129768.0,0.576894,0.547144,-0.023496728774,-4.11034,-5395665.15694726,-3.76318,251376893.381756,1000000000.0,,0.800981,-31.46958,2021-06-05T00:59:41.210Z,0.00914678,5901.1904,2019-11-10T15:12:15.992Z,2021-07-02T01:23:58.282Z,497.684384003356,204.105475422384,-26.8784737655696
233,230,tomochain,tomo,TomoChain,https://assets.coingecko.com/coins/images/3416/large/Asset_59_2x.png?1582948925,230,tomo,1.68,137565934,232,,9469212.0,1.71,1.57,0.00566833,0.33848,1534437.0,1.128,81877162.5,100000000.0,,3.61,-53.48328,2021-04-10T15:39:45.110Z,0.139955,1100.7831,2020-03-13T02:24:15.954Z,2021-07-02T01:24:09.827Z,231.275970944598,137.898278804191,-2.54259658966056
234,231,steem,steem,Steem,https://assets.coingecko.com/coins/images/398/large/steem.png?1547034126,231,steem,0.358052,136190589,229,,11912759.0,0.376598,0.339171,-0.011851094188,-3.20384,-5105306.77130881,-3.6132,385511632.235,,,8.19,-95.68731,2018-01-03T00:00:00.000Z,0.07199,390.72133,2017-03-11T00:00:00.000Z,2021-07-02T01:24:40.045Z,73.0347433998411,111.815623819338,-34.899823814395
235,232,btc-standard-hashrate-token,btcst,BTC Standard Hashrate Token,https://assets.coingecko.com/coins/images/14449/large/4a3IskOf_400x400.png?1616137396,232,btcst,18.55,135151687,233,278181485.0,1970189.0,19.29,17.97,-0.673645779725,-3.50509,-4138262.26187465,-2.97097,7287599.711,15000000.0,15000000.0,91.94,-79.82809,2021-04-15T04:14:29.663Z,15.29,21.25423,2021-06-22T12:43:42.559Z,2021-07-02T01:16:58.670Z,,,-47.7568429227268
236,233,stakehound-staked-ether,steth,StakeHound Staked Ether,https://assets.coingecko.com/coins/images/13752/large/926MHi5g_400x400.png?1611542247,233,steth,2018.29,129818261,234,,3436.11,2138.18,2038.33,-119.88201517778,-5.60674,-7694973.53379925,-5.59581,64320.8000863303,64320.8000863303,,3862.01,-47.73983,2021-05-10T06:51:13.729Z,1261.27,60.02033,2021-02-28T15:36:14.348Z,2021-07-01T18:49:23.161Z,,,
237,233,stakehound-staked-ether,steth,StakeHound Staked Ether,https://assets.coingecko.com/coins/images/13752/large/926MHi5g_400x400.png?1611542247,69,steth,2131.51,1241409920,70,1241409920.0,44565730.0,2266.36,2089.49,-121.943635893759,-5.41142,-11067687.9585781,-0.88366,582409.730338639,582409.730338639,582409.730338639,4309.29,-50.53695,2021-05-12T09:57:17.253Z,482.9,341.40062,2020-12-22T04:08:21.854Z,2021-07-02T01:14:39.890Z,,,-18.9487271428391
